Genus	GQ	Species	SQ	Subspecies	Author	Comment	onButton	abbreviation	HigherTaxon
Acaeniotyle		amplissima			Foreman		n		others
Acaeniotyle		diaphorogona			Foreman		n		others
Acaeniotyle		helicta			Foreman		n		others
Acaeniotyle		tribulosa			Foreman		n		others
Acaeniotyle		umbilicata			Rust		n		others
Acanthocircus		amissus			Squinabol		n		others
Acanthocircus		carinatus			Foreman		n		others
Acanthocircus		dicranacanthos			Squinabol		n		others
Acanthocircus		ellipticus			Campbell and Clark		n		others
Acanthocircus		multidentatus			(Squinabol) Pessagno 1977		n		others
Acanthocircus		squinaboli			Pessagno		n		others
Acanthocircus		suboblongus			Yao		n		others
Acanthocircus		trizonalis			Ruest		n		others
Acanthocircus		variabilis			Squinabol		n		others
Acanthocyrtis		anthemis			Haeckel		n		others
Acanthodesmia		circumflexa			(Goll) Petrushevskaya		y	A circumflexa	Trissocyclidae
Acanthodesmia		micropora			(Popofsky) Petrushevskaya		n		Trissocyclidae
Acanthodesmia		viniculata			(Mueller) Mueller		n		Trissocyclidae
Acanthosphaera		actinota			Haeckel		n		Actinommidae
Acanthosphaera		castanea			Haeckel		n		Actinommidae
Acanthosphaera		dodecastyla			Mast		n		Actinommidae
Acanthosphaera		pinchuda			Boltovskoy 		n		Actinommidae
Acanthosphaera		tenuis			Haeckel		n		Actinommidae
Acrobotrissa		cribrosa			Popofsky		n		Cannobotryidae
Acrobotrys		chelinobotrys			Takahashi		n		Cannobotryidae
Acrobotrys		disolenia			Haeckel		n		Cannobotryidae
Acrobotrys		sphaerothorax			(Haeckel) Petrushevskaya and Kozlova		n		Cannobotryidae
Acrobotrys		teralans			Renz 		n		Cannobotryidae
Acrobotrys		tessarolobon			Takahashi		n		Cannobotryidae
Acrobotrys		tritubus			Riedel		y	S tritubus	Cannobotryidae
Acrocubus		octopylus			Haeckel		n		Trissocyclidae
Acrosphaera		arktios			(Nigrini)		n		Collosphaeridae
Acrosphaera		australis			Lazarus		n		Collosphaeridae
Acrosphaera		collina			Haeckel		n		Collosphaeridae
Acrosphaera		cyrtodon			(Haeckel) Strelkov and Reshetnyak		n		Collosphaeridae
Acrosphaera		flammabunda			(Haeckel) Johnson and Nigrini		n		Collosphaeridae
Acrosphaera		hamospina			Caulet		n		Collosphaeridae
Acrosphaera		labrata			Lazarus 		n		Collosphaeridae
Acrosphaera		lappacea			(Haeckel) Johnson and Nigrini		n		Collosphaeridae
Acrosphaera		mercurius			Lazarus 		n		Collosphaeridae
Acrosphaera		murrayana			(Haeckel) Hilmers		n		Collosphaeridae
Acrosphaera		pseudarktios			Caulet 		n		Collosphaeridae
Acrosphaera		spinosa			Caulet 		n		Collosphaeridae
Acrosphaera		trepanata			(Haeckel) Goll		n		Collosphaeridae
Acrospyris		lingi			Shilov		n		Trissocyclidae
Actinomma		antarcticum			(Haeckel) Nigrini		n		Actinommidae
Actinomma		arcadophorum			Haeckel		n		Actinommidae
Actinomma		beroes			(Ehrenberg) Petrushevskaya		n		Actinommidae
Actinomma		boreale			Cleve		n		Actinommidae
Actinomma		buspinigerum			(Hays) Petrushevskaya		n		Actinommidae
Actinomma		campylacantha			Caulet		n		Actinommidae
Actinomma		capillaceum			Haeckel		n		Actinommidae
Actinomma		delicatulum			(Dogiel) in Dogiel and Reshetnyak 		n		Actinommidae
Actinomma		golownini			Petrushevskaya 		n		Actinommidae
Actinomma		haysi			Bjoerklund 		n		Actinommidae
Actinomma		henningsmoeni			Goll and Bjoerklund 		n		Actinommidae
Actinomma		holtedahli			Bjoerklund 		n		Actinommidae
Actinomma		kerguelenensis			Caulet		n		Actinommidae
Actinomma		leptodermum			(Jorgensen) Nigrini and Moore		n		Actinommidae
Actinomma		livae			Goll and Bjoerklund 		n		Actinommidae
Actinomma		magnifenestra			Lazarus 		n		Actinommidae
Actinomma		medianum			Nigrini 		n		Actinommidae
Actinomma		mediterranensis			Hollande 		n		Actinommidae
Actinomma		medusa			(Ehrenberg)		n		Actinommidae
Actinomma		mirabile			Goll and Bjoerklund 		n		Actinommidae
Actinomma		plasticum			Goll and Bjoerklund 		n		Actinommidae
Actinomma		popofskii			(Petrushevskaya) Caulet		n		Actinommidae
Actinomma		sol			Cleve 		n		Actinommidae
Actinomma		trinacria			(Haeckel) Cortese and Bjorklund		n		Actinommidae
Actinomma		yosii			Nakaseko 		n		Actinommidae
Actinosphaera		capillacea			(Haeckel) Hollande and Enjumet		n		Actinommidae
Actinosphaera		haackei			(Dreyer) Dumitricia		n		Actinommidae
Actinosphaera		tenella			(Haeckel) Hollande and Enjumet		n		Actinommidae
Afens		liriodes			Riedel and Sanfilippo		n		others
Alievium		elegantissium			Vinassa		n		others
Alievium		gallowayi			White		n		others
Alievium		helenae			Schaaf		n		others
Alievium		murphyi			Pessagno		n		others
Alievium		praegallowayi			Pessagno		n		others
Alievium		sculptus			Squinabol		n		others
Alievium		superbum			Squinabol		n		others
Amphibrachium		concentricum			Glazunova		n		others
Amphibrachium		ornatum			Glazunova		n		others
Amphibrachium?		hastatum			Renz		n		others
Amphicraspedum		murrayanum			Haeckel		n		Spongodiscidae
Amphicraspedum		prolixum			Sanfilippo and Riedel		n		Spongodiscidae
Amphimelissa		setosa			(Cleve) Bernstein		n		Cannobotryidae
Amphiplecta		acrostoma			Haeckel		n		Plagiacanthidae
Amphiplecta		cylindrocephala			Dumitrica 		n		Plagiacanthidae
Amphipternis		alamedaensis			Campbell and Clark		n		others
Amphipternis		clava			(Ehrenberg)		n		Amphipyndacidae
Amphipyndax		enesseffi			Foreman		n		others
Amphipyndax		mediocris			Tan		n		others
Amphipyndax		plousios			Foreman		n		others
Amphipyndax		pseudoconulus			Sanfilippo and Riedel		n		others
Amphipyndax		pyrgodes			Renz		n		others
Amphipyndax		stocki			Campbell and Clark		n		others
Amphipyndax		tylotus			Foreman		n		others
Amphirhopalum		straussii			(Haeckel) Johnson and Nigrini		n		Spongodiscidae
Amphirhopalum		virchowii			(Haeckel) Dumitricia		n		Spongodiscidae
Amphirhopalum		ypsilon			Haeckel		y	L ypsilon	Spongodiscidae
Amphisphaera		aotea			Hollis 		n		Actinommidae
Amphisphaera		cristata			Carnevale		n		Actinommidae
Amphisphaera		goruna			(Sanfilippo and Riedel) 		n		Actinommidae
Amphisphaera		spinosa			Carnevale		n		Actinommidae
Amphisphaera		spinulosa			(Ehrenberg) Petrushevskaya		n		Actinommidae
Amphispyris		roggentheni			Goll 		n		Trissocyclidae
Amphistylus		angelinus			(Campbell and Clark); Chen 		y	D angelinus	Actinommidae
Amphitholus		acanthometra			Haeckel		n		Tholoniidae
Amphymenium		amphistylium			Haeckel		n		Spongodiscidae
Amphymenium		challengerae			Weaver 		n		Spongodiscidae
Amphymenium		splendiarmatum			Clark		n		Spongodiscidae
Androcyclas		gamphonycha			(Joergensen) Joergensen		n		Pterocorythidae
Androspyris		anthropiscus			Haeckel		n		Trissocyclidae
Androspyris		fenestrata			(Haeckel) Goll		n		Trissocyclidae
Androspyris		huxleyi			(Haeckel) Goll		n		Trissocyclidae
Androspyris		ramosa			(Haeckel) Takahashi		n		Trissocyclidae
Androspyris		ramosa			Takahashi		n		others
Androspyris		reticulidisca			Takahashi		n		Trissocyclidae
Angulobracchia		digitata			Baumgartner		n		others
Angulobracchia	(?)	media			Steiger		n		others
Anomalacantha		dentata			Mast		n		Actinommidae
Antarctissa		capitata			(Popofsky) Petrushevskaya		n		Plagiacanthidae
Antarctissa		clausa			(Popofsky) Petrushevskaya		n		Plagiacanthidae
Antarctissa		cylindrica			Petrushevskaya 		y	D cylindrica	Plagiacanthidae
Antarctissa		deflandrei			(Petrushevskaya) Nigrini and Lombari 		y	A deflandrei	Plagiacanthidae
Antarctissa		denticulata			(Ehrenberg) Petrushevskaya		y	P denticulata	Plagiacanthidae
Antarctissa		longa			(Popofsky) Petrushevskaya		n		Plagiacanthidae
Antarctissa		robusta			Petrushevskaya 		n		Plagiacanthidae
Antarctissa		strelkovi			Petrushevskaya		y	D strelkovi	Plagiacanthidae
Antarctissa		whitei			Bjoerklund 		n		Plagiacanthidae
Anthocorys		akitaensis			Nakaseko		n		Theoperidae
Anthocyrtella		callopisma			Caulet 		n		Theoperidae
Anthocyrtella		mespilus			(Ehrenberg)		n		Theoperidae
Anthocyrtella		spatiosa			(Ehrenberg)		n		Theoperidae
Anthocyrtidium		adiaphorum			Sanfilippo & Riedel		n		others
Anthocyrtidium		angulare			Nigrini		n		Pterocorythidae
Anthocyrtidium		ehrenbergi			(Stoehr) Haeckel		n		Pterocorythidae
Anthocyrtidium		euryclathrum			Nigrini and Caulet 		n		Pterocorythidae
Anthocyrtidium		jenghisi			Streeter 		y	A jenghisi	Pterocorythidae
Anthocyrtidium		marieae			O'Connor 		n		Pterocorythidae
Anthocyrtidium		michelinae			Caulet 		n		Pterocorythidae
Anthocyrtidium		nosicaae			Caulet 		n		Pterocorythidae
Anthocyrtidium		ophirense			(Ehrenberg) Petrushevskaya		n		Pterocorythidae
Anthocyrtidium		pliocenica			(Seguenza) Nigrini and Caulet		y	L pliocenica	Pterocorythidae
Anthocyrtidium		prolatum			Nigrini and Caulet 		n		Pterocorythidae
Anthocyrtidium		stenum			Sanfilippo & Riedel		n		others
Anthocyrtidium		zanguebaricum			(Ehrenberg) Haeckel		n		Pterocorythidae
Anthocyrtis		furcata			Ehrenberg		n		others
Anthocyrtoma	(?)	frizzelli			Nishimura		n		Theoperidae
Aphetocyrtis		gnomabax			Sanfilippo and Caulet		n		Theoperidae
Arachnocalpis		ellipsoides			Haeckel		n		Archiphormididae
Arachnocalpis		ovatiretalis			Takahashi		n		Archiphormididae
Arachnocorallium		calvata			Petrushevskaya		n		Plagiacanthidae
Arachnocorys		circumtexta			Haeckel		n		Plagiacanthidae
Arachnocorys		umbellifera			Haeckel		n		Plagiacanthidae
Arachnosphaera		dichotoma			Joergensen		n		Actinommidae
Arachnosphaera		myriacantha			Haeckel		n		Actinommidae
Archaeodictyomitra	(?)	amabilis			Aita		n		others
Archaeodictyomitra	(?)	amabilis			Aita		n		others
Archaeodictyomitra		apiarium			Ruest		n		others
Archaeodictyomitra		brouweri		var. alpha	Tan		n		others
Archaeodictyomitra		crassispina			De Wever		n		others
Archaeodictyomitra		excellens			Tan		n		others
Archaeodictyomitra		margarita			Aliev		n		others
Archaeodictyomitra		puga			Schaaf		n		others
Archaeodictyomitra		riedeli			Taketani		n		others
Archaeodictyomitra		rigida			Pessagno		n		others
Archaeodictyomitra		simplex			Pessagno		n		others
Archaeodictyomitra		sliteri			Pessagno		n		others
Archaeodictyomitra		squinaboli			Pessagno		n		others
Archaeodictyomitra		vulgaris			Pessagno		n		others
Archaeospongoprunum		bipartitum			Pessagno		n		others
Archaeospongoprunum		carrierensis			Pessagno		n		others
Archaeospongoprunum		cortinaensis			Pessagno		n		others
Archaeospongoprunum		imlayi			Pessagno		n		others
Archaeospongoprunum		nishiyamai			Nakaseko		n		others
Archaeospongoprunum		salumi			Pessagno		n		others
Archaeospongoprunum		tehamaensis			Pessagno		n		others
Archicapsa		similis			Parona		n		others
Archipilium		macropus			(Haeckel) Petrushevskaya and Kozlova		n		Plagiacanthidae
Archipilium		quasimacropum			Wang and Yang		n		Plagiacanthidae
Archiscenium		quadrispinum			Haeckel		n		Plagiacanthidae
Artobotrys		auriculaleporis			(Clark and Campbell)		n		Carpocaniidae
Artobotrys		biaurita			(Ehrenberg)		y	A biaurita	Carpocaniidae
Artobotrys		borealis			(Cleve) Petrushevskaya		n		Carpocaniidae
Artocapsa		ultima			Tan		n		others
Artophormis		barbadensis			(Ehrenberg)		y	C barbadensis	Theoperidae
Artophormis		dominasinensis			(Ehrenberg) Riedel and Sanfilippo		n		Theoperidae
Artophormis		gracilis			Riedel		y	A gracilis	Theoperidae
Artopilium		elegans			Haeckel		n		Theoperidae
Artopilium		undulatum			Popofsky		n		Theoperidae
Artostrobium		rhinoceros			Sanfilippo 		n		Artostrobiidae
Artostrobus		annulatus			(Bailey) Haeckel		y	P annulatus	Theoperidae
Artostrobus		elegans			(Ehrenberg) Caulet		n		Theoperidae
Artostrobus		joergenseni			Petrushevskaya 		n		Theoperidae
Artostrobus		pretabulatus			Petrushevskaya		n		Theoperidae
Artostrobus		quadriporus			Bjorklund		n		Theoperidae
Aspis		murus			Nishimura		n		Artostrobiidae
Aspis		velutochlamydosaurus			Nishimura		n		Artostrobiidae
Astrophacus		inca			(Clark and Campbell)		n		Heliodiscidae
Astrophacus		linckiaformis			(Clark and Campbell) Caulet		n		Heliodiscidae
Astrosphaera		hexagonalis			Haeckel		n		Actinommidae
Axoprunum		euterpe			(Haeckel) Caulet		n		Actinommidae
Axoprunum		liostylum			(Ehrenberg) Petrushevskaya and Kozlova		n		Actinommidae
Axoprunum		losbanosensis			(Clark and Campbell)		n		Actinommidae
Axoprunum		monostylum			Caulet 		n		Actinommidae
Axoprunum		pierinae			(ClarkandCampbell)		n		Actinommidae
Axoprunum		stauraxonium			Haeckel		n		Actinommidae
Bathropyramis		aeshna			Petrushevskaya		n		Theoperidae
Bathropyramis		ramosa			Haeckel		n		Theoperidae
Bathropyramis		sanjoaquinensis			Campbell and Clark		n		others
Bathropyramis		scalaris			(Ehrenberg) Petrushevskaya and Kozlova		n		Theoperidae
Bathropyramis		spongiosa			(Haeckel) Petrushevskaya and Kozlova		n		Theoperidae
Bathropyramis		timorensis			Renz		n		others
Bathropyramis		woodringi			Campbell and Clark		y	T woodringi	Theoperidae
Bekoma		bidartensis			Riedel and Sanfilippo		n		Theoperidae
Bekoma		campechensis			Foreman		n		Theoperidae
Bekoma		demissa			Foreman		n		Theoperidae
Bekoma		divaricata			Foreman		n		Theoperidae
Bekoma		helenae			Nishimura		n		Theoperidae
Bekoma	(?)	oliva			Nishimura		n		Theoperidae
Bekomiforma		mynx			Sanfilippo and Riedel		n		Theoperidae
Botryocampe		inflata			Bailey		n		Cannobotryidae
Botryocella		appenninica			Vinassa de Regny		n		Cannobotryidae
Botryocella		multicellaris			Haeckel		n		Cannobotryidae
Botryocella		pauciperforata			OConnor		n		others
Botryocephalina		armata			Petrushevskaya		n		Cannobotryidae
Botryocyrtis		elongatum			Takahashi		n		Cannobotryidae
Botryocyrtis		quinaria			Ehrenberg		n		Cannobotryidae
Botryocyrtis		scutum			(Harting) Nigrini		n		Cannobotryidae
Botryometra		poljanskii			Petrushevskaya 		n		Cannobotryidae
Botryometra		spongiosa			Petrushevskaya		n		Cannobotryidae
Botryopera		boldyrae			(Petrushevskaya) Petrushevskaya		n		Plagiacanthidae
Botryopera		chlamida			Petrushevskaya 		n		Plagiacanthidae
Botryopera		oceanica			(Ehrenberg) Petrushevskaya		n		Plagiacanthidae
Botryopera	(?)	pseudoantarctissa			Petrushevskaya		n		Plagiacanthidae
Botryopera		triloba			(Ehrenberg) Haeckel		n		Plagiacanthidae
Botryopyle		cribrosa			(Ehrenberg) Haeckel		n		Cannobotryidae
Botryopyle		dictyocephalus			Haeckel		n		Cannobotryidae
Botryopyle		dionisi			Petrushevskaya 		n		Cannobotryidae
Botryostrobus		aquilonaris			(Bailey) Johnson		y	B aquilonaris	Artostrobiidae
Botryostrobus		auritus-australis			Ehrenberg		y	B auritus-austr	Artostrobiidae
Botryostrobus		bramlettei			Caulet 		y	S bramlettei	Artostrobiidae
Botryostrobus		hollisi			O'Connor 		n		Artostrobiidae
Botryostrobus		joides			Petrushevskaya		n		Artostrobiidae
Botryostrobus		kerguelensis			Caulet		n		Artostrobiidae
Botryostrobus		miralestensis			(Campbell and Clark) Petrushevskaya and Kozlova		y	D miralestensis	Artostrobiidae
Botryostrobus		rednosus			Caulet		n		Artostrobiidae
Buccinosphaera		invaginata			Haeckel		n		Collosphaeridae
Buryella		clinata			Foreman		n		Theoperidae
Buryella		foremanae			Petrushevskaya		n		Theoperidae
Buryella		granulata			Petrushevskaya		n		Theoperidae
Buryella		pentadica			Foreman		n		Theoperidae
Buryella		tetradica			Foreman		y	P tetradica	Theoperidae
Callimitra		atavia			Goll 		n		Plagiacanthidae
Callimitra		carolotae			Haeckel		n		Plagiacanthidae
Callimitra		elisabethae			Haeckel		n		others
Callimitra		simplex			Popofsky		n		Plagiacanthidae
Callimitra		solocicribrata			Takahashi		n		Plagiacanthidae
Calocyclas		bandyca			(Mato and Theyer)		n		Theoperidae
Calocyclas		disparidens			Chen		n		Theoperidae
Calocyclas		extensa			Clark		n		Theoperidae
Calocyclas		fragilis			(Carnevale) Petrushevskaya		n		Theoperidae
Calocyclas		hispida			(Ehrenberg)		y	S hispida	Theoperidae
Calocyclas		monumentum			Haeckel		n		Theoperidae
Calocyclas	?	nakasekoi			Takemura and Ling		n		Theoperidae
Calocyclas		talwanii			Bjorklund		n		Theoperidae
Calocyclas		trichopa			(Ehrenberg)		n		others
Calocyclas		turris			Ehrenberg		y	C turris	Theoperidae
Calocycletta		acanthocephala			(Ehrenberg) Petrushevskaya and Kozlova		n		Pterocorythidae
Calocycletta		anekathen			Sanfilippo & Nigrini in Nigrini et al.		y	A anekathen	others
Calocycletta		caepa			Moore		y	L caepa	Pterocorythidae
Calocycletta		cladara			Sanfilippo and Riedel		n		Pterocorythidae
Calocycletta		costata			(Riedel) Riedel and Sanfilippo		y	D costata	Pterocorythidae
Calocycletta		parva			Moore		n		Pterocorythidae
Calocycletta		robusta			Moore		y	C robusta	Pterocorythidae
Calocycletta		serrata			Moore		n		Pterocorythidae
Calocycletta		virginis			Haeckel		y	D virginis	Pterocorythidae
Calocycloma		ampulla			(Ehrenberg)		y	A ampulla	Theoperidae
Calocycloma		castum			(Haeckel)		n		Theoperidae
Caneta		hsui			Pessagno		n		others
Cantharospyris		platybursa			Haeckel		n		Trissocyclidae
Carpocanarium		papillosum			(Ehrenberg)		n		Carpocaniidae
Carpocanistrum		acutidentatum			Takahashi		n		Carpocaniidae
Carpocanistrum		brevispina			Vinassa de Regny		n		Carpocaniidae
Carpocanistrum		cephalum			Haeckel 		n		Carpocaniidae
Carpocanistrum		coronatum			(Ehrenberg) Takahashi		n		Carpocaniidae
Carpocanistrum		favosum			(Haeckel) Takahashi		n		Carpocaniidae
Carpocanistrum		flosculum			Haeckel		n		Carpocaniidae
Carpocanistrum		odysseus			(Haeckel) Dumitricia		n		Carpocaniidae
Carpocanistrum		pulchrum			(Carnevale) Petrushevskaya and Kozlova		n		Carpocaniidae
Carpocanium		kinugasense			Nishimura		n		Carpocaniidae
Carpocanium		rubyae			O'Connor		n		others
Carpocanobium		setosa			(Ehrenberg) Haeckel		n		Carpocaniidae
Carpocanopsis		bramlettei			Riedel 		y	H bramlettei	Carpocaniidae
Carpocanopsis		cingulata			Riedel and Sanfilippo		y	S cingulata	Carpocaniidae
Carpocanopsis		cristata			(Carnevale) Sanfilippo and Riedel		y	T cristata	Carpocaniidae
Carpocanopsis		favosa			(Haeckel) Kruglivkova		n		Carpocaniidae
Carposphaera		acanthophora			(Popofsky) Benson		n		Actinommidae
Carposphaera		capillacea			Haeckel		n		Actinommidae
Carposphaera		magnaporylosa			Clark & Campbell		n		Actinommidae
Carposphaera		modesta			(Stoehr) Haeckel		n		Actinommidae
Carposphaera		subbotinae			Borisenko		n		Actinommidae
Cassideus		mariae			Nishimura		n		Theoperidae
Cavaspongia		euganea			Squinabol		n		others
Cavaspongia		sphaerica			O'Doherty		n		others
Cavaspongia		sphaerica			O'Dogherty		n		others
Cecrops		septemporatus			Parona		n		others
Cenosphaera		aspera			St喇r		n		Actinommidae
Cenosphaera		coronata			Haeckel		n		Actinommidae
Cenosphaera		coronataformis			Shilov 		n		Actinommidae
Cenosphaera		cristata			Haeckel		n		Actinommidae
Cenosphaera		eocenica			Clark and Campbell		n		Actinommidae
Cenosphaera		euganea			Squinabol		n		others
Cenosphaera		favosa			Haeckel		n		Actinommidae
Cenosphaera		megachile			Clark and Campbell		n		Actinommidae
Cenosphaera		oceanica			Clark and Campbell		n		Actinommidae
Cenosphaera		perforata			Haeckel		n		Actinommidae
Centracontarium		hexacontarium			Popofsky		n		Actinommidae
Centrobotrys		gravida			Moore		n		Cannobotryidae
Centrobotrys		petrushevskayae			Sanfilippo and Riedel		y	C petrushevskay	Cannobotryidae
Centrobotrys		thermophila			Petrushevskaya		y	C thermophila	Cannobotryidae
Centrocubus		cladostylus			Haeckel		n		Actinommidae
Centrocubus		octostylus			Haeckel		n		Actinommidae
Centrolonche		hexalonche			Popofsky		n		Actinommidae
Cephalospyris		cancellata			Haeckel		n		Trissocyclidae
Ceratocyrtis		amplus			(Popofsky)		n		Plagiacanthidae
Ceratocyrtis		broeggeri			Goll and Bjoerklund 		n		Plagiacanthidae
Ceratocyrtis		cucullaris			(Ehrenberg) Buetschli		n		Plagiacanthidae
Ceratocyrtis		erosa			(Cleve) Petrushevskaya		n		Plagiacanthidae
Ceratocyrtis		galeus			(Cleve) Bjoerklund		n		Plagiacanthidae
Ceratocyrtis		histricosa			(Joergensen) Petrushevskaya		n		Plagiacanthidae
Ceratocyrtis		manumi			Goll and Bjoerklund 		n		Plagiacanthidae
Ceratocyrtis		mashae			Bjorklund		n		Plagiacanthidae
Ceratocyrtis		robustus			Bjorklund		n		Plagiacanthidae
Ceratocyrtis		sinuosa			Petrushevskaya		n		Plagiacanthidae
Ceratocyrtis		stigi			(Bjorklund)		n		Plagiacanthidae
Ceratocyrtis		stoermeri			Goll and Bjoerklund 		n		Plagiacanthidae
Ceratospyris		articulata			Ehrenberg		n		Trissocyclidae
Ceratospyris		borealis			Bailey		n		Trissocyclidae
Ceratospyris		clavata			Buetschli		n		Trissocyclidae
Ceratospyris		echinus			Ehrenberg		n		Trissocyclidae
Ceratospyris		hyperborea			Joergensen		n		Trissocyclidae
Cinguloturris		carpatica			Dumitrica		n		others
Circodiscus		circularis			Clark and Campbell		n		Spongodiscidae
Circodiscus		ellipticus			(Stoehr) Petrushevskaya		n		Spongodiscidae
Circodiscus		microporus			(Stoehr) Petrushevskaya and Kozlova		n		Spongodiscidae
Cittiglioella		obiculare			Ruest		n		others
Cladococcus		abietinus			Haeckel		n		Actinommidae
Cladococcus		cervicornis			Haeckel		n		Actinommidae
Cladococcus		megaceros			Boltovskoy and Riedel		n		Actinommidae
Cladococcus	(?)	nakasekoi			Nishimura		n		Actinommidae
Cladococcus		pinetum			Haeckel		n		Actinommidae
Cladococcus		scoparius			Haeckel		n		Actinommidae
Cladococcus		stalactites			Haeckel		n		Actinommidae
Cladococcus		viminalis			Haeckel		n		Actinommidae
Cladoscenium		limbatum			Joergensen		n		Plagiacanthidae
Cladoscenium		tricolpium			(Haeckel) Joergensen		n		Plagiacanthidae
Clathrocanium		coarctatum			Ehrenberg		n		Plagiacanthidae
Clathrocanium		diadema			Haeckel		n		Plagiacanthidae
Clathrocanium		sphaerocephalum			Haeckel		n		Plagiacanthidae
Clathrocorona		atreta			Sanfilippo 		n		Plagiacanthidae
Clathrocorys		giltschii			Haeckel		n		Plagiacanthidae
Clathrocorys		gracilis			Wang		n		Plagiacanthidae
Clathrocorys		murrayi			Haeckel		n		Plagiacanthidae
Clathrocorys		teuscheri			Haeckel		n		Plagiacanthidae
Clathrocyclas		alcmenae			Haeckel		n		Theoperidae
Clathrocyclas		aurelia			Clark and Campbell		n		Theoperidae
Clathrocyclas		australis			Hollis		n		Theoperidae
Clathrocyclas		cassiopeiae			Haeckel		n		Theoperidae
Clathrocyclas		semeles			Haeckel		n		Theoperidae
Clathrocyclas		universa			Clark		n		Theoperidae
Clathrocycloma		capitaneum			Foreman		n		Theoperidae
Clathrocycloma	(?)	catherinea			Nishimura		n		Theoperidae
Clathrocycloma		parcum			Foreman		n		Theoperidae
Clathromitra		pentacantha			Haeckel		n		Plagiacanthidae
Clathromitra		pterophormis			Haeckel		n		Plagiacanthidae
Clathropyrgus		bumastus			Riedel		n		others
Clathropyrgus	(?)	grandifenestra			Nishimura		n		Theoperidae
Clathropyrgus		titthium			Riedel		n		others
Clathrosphaera		arachnoides			Haeckel		n		Collosphaeridae
Clathrospyris		sandellae			Goll 		y	D sandellae	Trissocyclidae
Clathrospyris		vogti			Goll and Bjoerklund 		n		Trissocyclidae
Clinorhabdus		longithorax			(Abelmann) Sanfilippo and Caulet		n		Theoperidae
Clinorhabdus		robusta			(Abelmann) Sanfilippo and Caulet		n		Theoperidae
Coccolarcus		oviformis			Clark and Campbell		n		Spongodiscidae
Collicyrtidium		limatum			Foreman		n		others
Collosphaera		armata			Brandt		n		Collosphaeridae
Collosphaera		confossa			Takahashi		n		Collosphaeridae
Collosphaera		huxleyi			Mueller		n		Collosphaeridae
Collosphaera		macropora			Popofsky		n		Collosphaeridae
Collosphaera		orthoconus			(Haeckel) Bjoerklund and Goll		n		Collosphaeridae
Collosphaera		polygona			Haeckel		n		Collosphaeridae
Collosphaera		pyloma			Reynolds 		n		Collosphaeridae
Collosphaera		tuberosa			Haeckel		n		Collosphaeridae
Conarachnium		facetum			(Haeckel) Takahashi		n		Theoperidae
Conarachnium		parabolicum			(Popofsky) Takahashi		n		Theoperidae
Conicavus		tipiopsis			Takahashi		n		Theoperidae
Conoactinomma		undosa		undosa	(Kozlova) Gobrunov		n		Actinommidae
Conocaryomma		lentis			Lipman		n		Actinommidae
Cornutella		californica			Campbell and Clark		n		others
Cornutella		clava			Petrushevskaya		n		Theoperidae
Cornutella		profunda			Ehrenberg		y	A profunda	Theoperidae
Cornutella		stiligera			Ehrenberg		n		Theoperidae
Corythospyris		fiscella			Goll 		y	T fiscella	Trissocyclidae
Corythospyris		hispida			Goll and Bjoerklund 		n		Trissocyclidae
Corythospyris		jubata			Goll 		n		Trissocyclidae
Corythospyris		palmipodiscus			(Petrushevskaya) Hull		n		Trissocyclidae
Corythospyris		reuschi			Goll and Bjoerklund 		n		Trissocyclidae
Corythospyris		stapedius			(Haeckel) Goll		n		Trissocyclidae
Crolanium		pythiae			Schaaf		n		others
Cromyatractus		elegans			Petrushevskaya 		n		Actinommidae
Cromydruppocarpus		esterae			Campell and Clark		n		Actinommidae
Cromyechinus		icosacanthus			Haeckel		n		Actinommidae
Cromyechinus		pycnopora			Nishimura		n		Actinommidae
Cromyodruppa		concentrica			Lipman		n		others
Cromyomma		circumtextum			Haeckel		n		Actinommidae
Cromyomma		riedeli			Nishimura		n		Actinommidae
Cromyomma		villosum			Haeckel		n		Actinommidae
Crucella		cachensis			Pessagno		n		others
Crucella		espartoensis			Pessagno		n		others
Crucella		irwini			Pessagno		n		others
Crucella		messinae			Pessagno		n		others
Crucella		theokaftensis			Baumgartner		n		others
Cryptamphorella		conara			Foreman		n		others
Cryptamphorella		crepida			O'Dogherty		n		others
Cryptamphorella		dumitricai			Schaaf		n		others
Cryptamphorella		macropora			Dumitrica		n		others
Cryptamphorella		regularis			Tan		n		others
Cryptocarpium		azyx			(Sanfilippo and Riedel)		y	L azyx	Pterocorythidae
Cryptocarpium		ornatum			(Ehrenberg)		y	S ornatum	Pterocorythidae
Cubotholus		octoceras			Haeckel		n		Tholoniidae
Cycladophora		antiqua			Abelmann		n		others
Cycladophora		bicornis			(Popofsky) Lombari and Lazarus		y	E bicornis	Theoperidae
Cycladophora		cabrilloensis			(Campbell and Clark) Lombari and Lazarus		y	P cabrilloensis	Theoperidae
Cycladophora		campanula			Haeckel		n		Theoperidae
Cycladophora		conica			Lombari and Lazarus 		n		Theoperidae
Cycladophora		cosma			Lombari and Lazarus		y	S cosma	Theoperidae
Cycladophora		davisiana			Ehrenberg 		y	S davisiana	Theoperidae
Cycladophora		golli			(Chen) Lombari and Lazarus		y	B golli	Theoperidae
Cycladophora		humerus			(Petrushevskaya) Lombari and Lazarus		n		Theoperidae
Cycladophora		pliocenica			(Hays) Lombari and Lazarus		y	P pliocenica	Theoperidae
Cycladophora		robusta			Lombari and Lazarus 		n		Theoperidae
